4-LETTER WORDS,5-LETTER WORDS,6-LETTER WORDS,7-LETTER WORDS,8-LETTER WORDS
join n.结合；连接；接合点,train n.长队；裙裾,excess adj.过量的；附加的,perfect n.完成式,internal adj.内部的；里面的
fate n.命运,train v.培养；训练；瞄准,employ n.使用；雇用,perfect adj.完美的；最好的；精通的,internal adj.体内的；（机构）内部的
fate vt.注定,coach n.教练；旅客车厢,employ vt.采用；雇用；使从事于,perfect vt.使完美；使熟练,interior n.内部；本质
grip n.柄；紧握；支配,coach n.长途公车；四轮大马车,rental n.租金；租赁,persist vi.坚持；固执,interior adj.内部的；国内的；本质的
grip vt.紧握；夹紧,coach vt.训练；指导,rental adj.租赁的；收取租金的,persist vt.反复说,inventor n.发明家；发明人；创造者
grip vi.抓住,coach vi.作指导；接受辅导；坐马车旅行,injure vt.损害,situate adj.位于…的,creation n.创作；产物
grab n.攫取；霸占；夺取之物,coach n. 蔻驰（皮革品牌）,injury n.损害；受伤处,situate vt.使位于；使处于,creative adj.创造性的
grab vt.攫取；霸占；将…深深吸引,found v.找到（find的过去分词）,bruise n.擦伤；挫伤；青肿,opposed adj.相反的；敌对的,creature n.人；生物；创造物
grab vi.攫取；夺取,found vt.建立；创办,bruise vt.使受瘀伤；使受挫伤,opposed v.使对立；反对（oppose的过去分词）,initiate n.开始；接受初步知识者
trip n.旅行；绊倒；差错,clear n.清除；空隙,bruise vi.擦伤；受伤,counter n.柜台；对立面,initiate vt.创始；发起；使初步了解
trip vt.绊倒；使犯错,clear adj.清楚的；清澈的,innate adj.先天的；固有的；与生俱来的,counter n.计数器；（某些棋盘游戏的）筹码,initiate adj.新加入的；接受初步知识的
trip vi.绊倒；远足,clear adj.晴朗的；无罪的,native adj.本国的；土著的；天然的,counter vi.反驳；对着干,marriage n.结婚；合并；婚姻生活
trip vi.犯错误；轻快地走,clear vt.通过；清除,native n.土产；本地人；当地居民,counter adj.相反的,alliance n.联合；联姻
tour n.旅行；巡回演出,clear vt.跳过；使干净,insist vi.强调,counter vt.还击；回答；对着干,humorous adj.幽默的；可笑的
tour vt.在……旅游；在……作巡回演出,clear vi.放晴；变清澈,insist vt.强调,counter adv.反方向地；背道而驰地,subtlety n.微妙；敏锐；精明
tour vi.旅游；作巡回演出,clear adv.清晰地；完全地,locate vt.位于；查找…的地点,protest n.抗议,maximize vt.取…最大值；对…极为重视
hike n.远足；涨价；徒步旅行,outer adj.外部的；远离中心的,locate vi.定位；定居,protest adj.抗议性的；表示抗议的,maximize vi.达到最大值；尽可能广义地解释
hike vt.提高；拉起；使…高涨,outer n.环外命中,oppose vt.反对；抗争,protest vt.抗议；断言,boastful adj.自夸的；自负的；喜夸耀的
hike vi.远足；上升；徒步旅行,alien n.外侨；外星人,oppose vi.反对,protest vi.抗议；断言,occupied adj.已占用的；使用中的；无空闲的
sail n.篷；航行,alien adj.外国的；不相容的；性质不同的,desert n.沙漠；荒原；应得的赏罚,chronic adj.慢性的；长期的；习惯性的,occupied v.占有（occupy的过去分词）
sail vi.航行；开船,alien vt.转让,desert vt.遗弃；放弃；逃跑,eternal adj.永恒的；不朽的,occupant n.居住者；占有者
sail vt.航行,aisle n.走道；侧廊,desert adj.沙漠的；荒凉的；不毛的,reactor n.反应器；反应堆；起反应的人,haunting v.常去；缠住某人；萦绕在…心中（haunt的ing形式）
kill vt.杀死；扼杀,inner n.内部,desert vi.遗弃；逃掉；开小差,respond n.应答；唱和,haunting adj.萦绕于心头的；给人以强烈感受的
kill vt.抵消；使终止,inner adj.内部的；内心的；精神的,strike n.罢工；打击；殴打,respond vi.回答；作出反应；承担责任,obsessed adj.着迷的；无法摆脱的
kill vi.杀死,mixed adj.混合的；弄糊涂的；形形色色的,strike vi.抓；打击；罢工,respond vt.以…回答,obsessed v.纠缠；着迷（obsess的过去式）
kill n.杀戮；屠杀,mixed v.混合；弄混（mix的过去式和过去分词）,strike vt.击；罢工；冲击,dismiss vt.解散；解雇；开除,evidence n.证明；迹象；明显
kill adj.致命的；致死的,unite vi.团结；联合；混合,attack n.攻击；抨击；疾病发作,dismiss vi.解散,evidence vt.证明
flag n.标志；旗子,unite vt.使…混合；使…联合；使…团结,attack vt.攻击；抨击；动手干,discard n.抛弃；被丢弃的东西或人,validate vt.验证；确认；使生效
flag vt.标记；插旗,unity n.团结；一致,attack vi.攻击；腐蚀,discard vt.抛弃；放弃；丢弃,casualty n.急诊室；意外事故；伤亡人员
flag vi.标记；衰退；枯萎,unity n.联合；个体,ballot n.投票；投票用纸；投票总数,discard vi.放弃,register n.登记；注册；记录
free adj.免费的；游离的；不受约束的,unify vt.统一；使一致,ballot vt.拉选票；使投票表决,abandon n.放任；狂热,register vt.登记；注册；记录
free vt.解放；释放,marry vt.嫁；娶；与……结婚,ballot vi.投票；抽签决定,abandon vt.遗弃；放弃,register vi.登记；注册；挂号
free adv.免费；自由地,marry vi.结婚,attend vi.出席；照料,assault n.攻击；袭击,recorder n.录音机；记录器
edge n.边缘；优势,moody adj.易怒的；喜怒无常的；郁郁寡欢的,attend vi.照顾；致力于,assault vt.攻击；袭击,recorder n.记录员；八孔直笛
edge n.刀刃；锋利,humor n.诙谐；心情,attend vt.出席；照料；招待,assault vi.袭击；动武,ceremony n.仪式；礼仪；虚礼
edge vt.使锐利；将…开刃；给…加上边,humor vt.迁就；顺应,breath n.气息；瞬息；微风,impress n.印记；痕迹,customer n.顾客；家伙
edge vi.缓缓移动；侧着移动,vague adj.模糊的；含糊的,budget n.预算费,impress vi.给人印象,practice n.实践；练习；惯例
brim n.边；边缘,vague adj.暧昧的；不明确的,budget adj.廉价的,impress vt.盖印；强征,practice vt.练习；实习；实行
brim vi.满溢；溢出,owner n.物主；所有者,budget vt.预定；把…编入预算,impress vt.传送；给予某人深刻印象,practice vi.练习；实习；实行
brim vt.使…满溢,boast n.自夸；引以为荣的事物,budget vi.做预算,trailer n.拖车；预告片；追踪者,habitual adj.习惯的；惯常的；习以为常的
note n.笔记；音符；票据,boast vi.自吹自擂,polite adj.客气的；文雅的,trailer vt.用拖车载运,academic n.学者；大学教师
note n.注解；纸币；便笺,boast vt.自吹自擂说；以有…而自豪,polite adj.上流的；优雅的,trailer vi.乘拖车式活动房屋旅行,academic adj.学术的；理论的；学院的
note vt.注意；记录；注解,haunt n.栖息地；常去的地方,convey vt.传达；运输；让与,circuit n.回路；巡回,reserved adj.预订的；高冷的；包租的
bias n.偏见；偏爱,haunt vt.萦绕于…；经常去…；常出没于…,infect vt.传染,circuit n.一圈；环道,strategy n.策略
bias n.斜纹；乖离率,haunt vi.出没；作祟,center n.中央；中锋；中心点,circuit vt.绕回…环行,slightly adv.轻微地；纤细地
bias adj.偏斜的,prove vi.证明是,center adj.位在正中的,circuit vi.环行,minority n.少数派；未成年；少数民族
bias vt.使存偏见,prove vt.证明；检验；显示,center vt.定中心；使聚集在一点,ancient n.老人；古代人,minority adj.少数的；属于少数派的
bias adv.偏斜地,proof n.证明；证据；校样,center vi.被置于中心,ancient adj.古代的；过时的；年老的,urbanize vt.使文雅；使都市化
holy n.神圣的东西,proof adj.防…的；耐…的,gather n.聚集；衣褶；收获量,antique n.古玩；古希腊和古罗马艺术风格,delusion n.欺骗；错觉；幻想
holy adj.神圣的；至善的,proof adj.证明用的；不能透入的,gather vt.收集；收割,antique adj.古董的；古式的；年代久远的,illusion n.错觉；错误的观念或信仰
suit n.诉讼；恳求,proof vt.试验；校对；使不被穿透,gather vt.使…聚集；使…皱起,antique vi.觅购古玩,affluent n.支流；富人
suit n.西装；一套外衣,habit n.习性；嗜好,gather vi.聚集；化脓；皱起,explode vi.爆发；激增,affluent adj.富裕的；丰富的；流畅的
suit vt.适合；使适应,habit vt.使穿衣,senate n.上院；（古罗马的）元老院,explode vt.爆炸；推翻；使爆炸,actually adv.实际上；事实上
suit vi.合适；相称,stock n.股票；库存；血统,vessel n.舰；血管；器皿,breathe vi.呼吸；低语,adaptive adj.适合的
doom n.厄运；死亡,stock adj.常备的；平凡的,career n.生涯；职业,breathe vi.松口气；（风）轻拂,accustom vt.使习惯于
doom n.判决；世界末日,stock vt.进货；备有；装把手于…,career n.事业；全速,breathe vt.呼吸；流露,squarely adv.正好；直角地；诚实地
doom vt.注定；判决；使失败,stock vi.囤积；办货；出新芽,career adj.作为毕生职业的,breathe vt.使喘息；低声说,restless adj.不安宁的；焦躁不安的；得不到满足的
fade n.淡出；淡入,share n.份额；股份,career vi.猛冲,capable adj.能胜任的；有才华的,collapse n.倒塌；失败；衰竭
fade adj.平淡的；乏味的,share vt.分担；分配,punish vt.惩罚；严厉对待；贪婪地吃喝,ability n.能耐；才能,collapse vt.折叠；使崩溃；使萎陷
fade vi.褪色；凋谢；逐渐消失,share vi.共享；分担,punish vi.惩罚,contact n.联系,collapse vi.倒塌；瓦解；暴跌
fade vt.使褪色,stake n.棍子；赌注,double n.两倍；双精度型,contact vt.联系,complain vi.投诉；诉说；发牢骚
wake n.尾迹；守夜；守丧,stake n.火刑；奖金,double adj.双重的；两倍的,contact vi.联系,complain vt.抱怨；控诉
wake vt.叫醒；激发,stake vt.支持；系…于桩上；把…押下打赌,double vt.使加倍,express n.专使；捷运公司,comprise vt.包含；由…组成
wake vi.醒来；唤醒；警觉,stake vi.打赌,double adv.双重地；两倍地；弓身地,express vt.表达；快递,composer n.作曲家；著作者；设计者
warn vt.提醒；通知,store n.商店；贮藏；仓库,double vi.快步走；加倍努力,express adj.明确的；迅速的；专门的,faithful adj.忠诚的；如实的；准确可靠的
warn vi.发出预告,store vt.储存,lively adj.活泼的；生动的,central n.电话总机,schedule n.时间表；计划表；一览表
weak adj.疲软的；虚弱的,score n.分数；二十,lively adj.真实的；生气勃勃的,central adj.中心的；主要的；中枢的,schedule vt.计划；编制目录；将……列入计划表
weak adj.无力的；不牢固的,score n.配乐；刻痕,active n.主动语态；积极分子,collect vt.收集；募捐,aspiring v.立志（aspire的ing形式）
lame adj.跛足的；僵痛的；蹩脚的,score vt.获得；评价,active adj.积极的；活跃的；主动的,collect adj.由收件人付款的,aspiring adj.高耸的；有抱负的；追求…的
lame vi.变跛,score vt.刻划；把…记下,except conj.除了；要不是,collect vi.收集；聚集；募捐,yearning n.渴望；怀念；同情
lame vt.使跛；使成残废,score vi.得分；记分；刻痕,except prep.除…之外,collect adv.由收件人付款地,yearning v.渴望；向往；想念（yearn的ing形式）
fear n.害怕；恐惧,minor adj.次要的；较小的；小调的,except vt.不计；把…除外,council n.会议；委员会；理事会,yearning adj.向往的；渴望的；怀念的
fear n.敬畏；担心,minor n.小调；未成年人；副修科目,except vi.反对,chamber n.膛；房间；会所,ambition n.雄心；志向
fear vt.害怕；敬畏；为…担心,minor vi.副修,saving n.节约；挽救；存款,chamber adj.室内的；秘密的,ambition vt.追求；有…野心
fear vi.害怕；敬畏；为…担心,tough n.恶棍,saving prep.考虑到；除...之外,chamber vt.把…关在室内；装填（弹药等）,domestic n.国货；佣人
ease n.舒适；悠闲,tough adj.困难的；牢固的,saving adj.节约的；挽救的,senator n.理事；参议员；（古罗马的）元老院议员,domestic adj.国内的；家庭的
ease vt.缓和；使安心,tough adj.结实的；不屈不挠的,saving adj.补偿的；保留的,cabinet n.内阁；橱柜；展览艺术品的小陈列室,domestic adj.驯养的；一心只管家务的
ease vi.缓和；放松；灵活地移动,tough vt.坚持；忍耐,costly adj.昂贵的；代价高的,cabinet adj.内阁的；秘密的,taxation n.征税；税款
name n.名字；姓名；名誉,tough adv.顽强地,inward n.内部；内脏；密友,subject n.主题；科目,pretense n.借口；虚假
name vt.任命；指定；称呼,stout n.矮胖子；烈性啤酒,inward adj.向内的；内部的；精神的,subject n.主语；国民,pretense n.炫耀；自吹（等于pretence）
name adj.姓名的；据以取名的,stout adj.结实的；矮胖的,inward adv.向内；内心里,subject adj.服从的；易患…的；受制于…的,fragment n.碎片；片断或不完整部分
